Gene,log2FC,pval,-log10(pval),FDR,Status
ACYP1,0.6046118233084794,7.822411072223463e-09,8.10665936535814,1.7063600933434084e-08,Not Significant
ADCY10,-1.5575577375427923,7.843698187289194e-09,8.105479125625955,1.7104580657540618e-08,Upregulated in BRCA_LumA
TTC39B,0.5118331917069174,7.843698187289194e-09,8.105479125625955,1.7104580657540618e-08,Not Significant
DAD1,-0.13582117803456048,7.843698187289194e-09,8.105479125625955,1.7104580657540618e-08,Not Significant
CHMP1B,0.30092937553285426,7.886441529389873e-09,8.103118912222246,1.7195962518599514e-08,Not Significant
TRAPPC2P1,-0.34364903637269084,7.907898045854743e-09,8.101938938550086,1.723908330905733e-08,Not Significant
LINC00452,1.8586867060705523,7.907898045854743e-09,8.101938938550086,1.723908330905733e-08,Upregulated in BRCA_Basal
ANKRD52,-0.2614262583869227,7.972608721037602e-09,8.098399549648533,1.737830508214698e-08,Not Significant
C4orf39,0.8185855703401141,8.005156845390095e-09,8.09663015451044,1.7447398359221794e-08,Not Significant
C14orf184,-0.7720693837785302,8.016034903313164e-09,8.096040400473424,1.7469251635281943e-08,Not Significant
LMBRD1,-0.23787733230371952,8.048755384021158e-09,8.094271271388884,1.7538696152224524e-08,Not Significant
NDUFS3,0.3426217005466478,8.08160571261913e-09,8.092502341843247,1.760840883630873e-08,Not Significant
SC65,-0.23840668617322308,8.103578316107482e-09,8.09132316633391,1.7654408567625112e-08,Not Significant
MED23,-0.2572162451308028,8.125609000364231e-09,8.090144079507729,1.770052505249743e-08,Not Significant
TMEM37,-0.677405398970711,8.169845207139532e-09,8.087786171903568,1.779310943212917e-08,Not Significant
FGFBP3,0.4859047743520275,8.169845207139532e-09,8.087786171903568,1.779310943212917e-08,Not Significant
C9orf72,0.4496710702299246,8.20317593434597e-09,8.086017973991359,1.7863804268829402e-08,Not Significant
CXorf27,-3.250892920886659,8.2254698299966e-09,8.084839286235441,1.79085515674735e-08,Upregulated in BRCA_LumA
KCTD16,-0.6479875544369319,8.2254698299966e-09,8.084839286235441,1.79085515674735e-08,Not Significant
STX8,-0.275031075751579,8.247822629929236e-09,8.08366068716092,1.7955312967733482e-08,Not Significant
EXOC1,-0.12335169873046684,8.259021166154727e-09,8.083071420879087,1.7975877403963372e-08,Not Significant
SARM1,-0.7004801355860233,8.259021166154727e-09,8.083071420879087,1.7975877403963372e-08,Not Significant
ZNF358,0.38180639653785925,8.270234485081623e-09,8.082482176767483,1.7998374115921164e-08,Not Significant
SLC36A1,0.42089025152325543,8.303963327445066e-09,8.080714577453639,1.806986101946313e-08,Not Significant
LUZP4,2.085539923911956,8.497634548604346e-09,8.070701950221949,1.8489338883166912e-08,Upregulated in BRCA_Basal
NSUN5P1,0.47861112182756815,8.578651671523666e-09,8.066580965954621,1.8663638532109275e-08,Not Significant
TOE1,0.29894188160862345,8.613602728653966e-09,8.064815162377466,1.873769092308334e-08,Not Significant
KRTCAP2,0.4158754460478945,8.648692209703358e-09,8.06304955832119,1.8810034636282963e-08,Not Significant
ATP6V0E1,-0.18805388575356433,8.648692209703358e-09,8.06304955832119,1.8810034636282963e-08,Not Significant
AJAP1,-0.3954324874672425,8.683920646288052e-09,8.061284153784715,1.8884651173347987e-08,Not Significant
KREMEN2,0.6914605561076865,8.719288571998473e-09,8.059518948766948,1.8959555205623643e-08,Not Significant
RASSF6,-0.8921639847722599,8.7429449474952e-09,8.058342256264968,1.9008980018300996e-08,Not Significant
MCEE,-0.2950341662297064,8.766663715328067e-09,8.057165652437162,1.9058529996938047e-08,Not Significant
HINT2,-0.3358170807589856,8.79044503506883e-09,8.05598913728322,1.910820544862192e-08,Not Significant
USP5,0.4318631585737171,8.838195970536302e-09,8.053636372995612,1.920793400312084e-08,Not Significant
INS-IGF2,0.310726673027187,8.838195970536302e-09,8.053636372995612,1.920793400312084e-08,Not Significant
C3orf35,-0.7814940122664765,8.850173049772533e-09,8.053048237344374,1.9231926565900534e-08,Not Significant
PCDHGA7,-0.9743349194046822,8.886199038381779e-09,8.051283963399582,1.930816815307819e-08,Not Significant
SERPINB13,4.562559657676553,8.92236757742172e-09,8.049519888967348,1.9384703298765232e-08,Upregulated in BRCA_Basal
COX11,-0.27502011772995366,8.934455529448057e-09,8.048931908492543,1.9408910381494467e-08,Not Significant
HERC6,0.5297451123689668,8.958679213823485e-09,8.04775601404659,1.9459472804280144e-08,Not Significant
ZNF276,0.4030217118502321,9.068478206985301e-09,8.042465586342281,1.969588608562765e-08,Not Significant
GHRLOS,0.601751103466811,9.15478078458055e-09,8.038352050618085,1.988122270724214e-08,Not Significant
DOT1L,0.3597793728549079,9.229389459502155e-09,8.03482702737487,2.004112741348981e-08,Not Significant
HOPX,-0.4652962067079596,9.254390114624366e-09,8.033652196963027,2.009328850495902e-08,Not Significant
C2orf61,1.273837068173059,9.279456597217647e-09,8.0324774552186,2.014558146880877e-08,Upregulated in BRCA_Basal
ZNF791,-0.24729286485906526,9.317180115356818e-09,8.03071550885265,2.022533872269268e-08,Not Significant
RPS23,-0.20398078657569976,9.329787717465474e-09,8.03012823773069,2.025056430624739e-08,Not Significant
ASB2,0.7647485496535653,9.380384169695147e-09,8.02777937490855,2.035823168963455e-08,Not Significant
MBTPS1,-0.2562225677931411,9.431247310023829e-09,8.025430866749597,2.046645502983278e-08,Not Significant
STARD3,-0.3910752023755006,9.456779313843024e-09,8.024256745668007,2.0515351867353686e-08,Not Significant
CSDE1,0.3221904084024617,9.456779313843024e-09,8.024256745668007,2.0515351867353686e-08,Not Significant
CERKL,-0.573993376644357,9.456779313843024e-09,8.024256745668007,2.0515351867353686e-08,Not Significant
SLC35B1,0.1468503189306196,9.508045043704292e-09,8.021908769498982,2.0624386109179053e-08,Not Significant
AGPAT5,0.504561219968163,9.598410847513034e-09,8.017800664594361,2.0818202301191588e-08,Not Significant
IL33,-0.5196859935055539,9.611388206450752e-09,8.017213881128496,2.0844145779511313e-08,Not Significant
CPNE5,0.7793836455382447,9.901243638473067e-09,8.004310252735264,2.1470483721643455e-08,Not Significant
FUT6,-0.9184783485398853,9.995239329037833e-09,8.000206802542753,2.167201950260998e-08,Not Significant
ZNF618,0.3729802290556517,1.000873788827211e-08,7.999620684030898,2.1698994504603463e-08,Not Significant
SETX,-0.23571744464517988,1.0035788184177716e-08,7.998448513500668,2.1755340936392853e-08,Not Significant
JMY,-0.2753259366561316,1.0062909533791674e-08,7.997276431628135,2.180491897923092e-08,Not Significant
FHOD1,-0.17384688346042274,1.0062909533791674e-08,7.997276431628135,2.180491897923092e-08,Not Significant
SLC29A2,0.5288259723879972,1.0062909533791674e-08,7.997276431628135,2.180491897923092e-08,Not Significant
MCAM,0.5132299596499794,1.0062909533791674e-08,7.997276431628135,2.180491897923092e-08,Not Significant
PTTG1IP,0.35743439010199746,1.0090102118053448e-08,7.996104438412972,2.1859224501976625e-08,Not Significant
NKPD1,1.0253507202776098,1.0090102118053448e-08,7.996104438412972,2.1859224501976625e-08,Upregulated in BRCA_Basal
CCNT1,-0.5404313964410397,1.0158396421728362e-08,7.993174843248923,2.2004854073165386e-08,Not Significant
SMIM43,1.0223761011874068,1.0227139923192198e-08,7.990245802186329,2.215142583596089e-08,Upregulated in BRCA_Basal
FAM47A,-4.621466010961654,1.0310229099650423e-08,7.986731684317983,2.2329035324744288e-08,Upregulated in BRCA_LumA
ACP6,-0.38009573179741735,1.0338071011847108e-08,7.985560489004522,2.238697002860992e-08,Not Significant
MGAM,-2.915522394728659,1.0379970942049609e-08,7.983803862260699,2.2475331763293994e-08,Upregulated in BRCA_LumA
PPWD1,-0.17738865309938845,1.0393974228269272e-08,7.983218364339629,2.2503277747771332e-08,Not Significant
LEKR1,-0.31638536686826213,1.0450171208993936e-08,7.9808765942886,2.2622558859056505e-08,Not Significant
ANXA5,0.2802195926154132,1.0506663450355162e-08,7.978535178848834,2.2740054923458567e-08,Not Significant
PRKAR1B,0.5724494429998702,1.0506663450355162e-08,7.978535178848834,2.2740054923458567e-08,Not Significant
RHBDD2,-0.30043384909995957,1.0520832821222442e-08,7.977949880396595,2.276832062291341e-08,Not Significant
MAMDC4,-0.6877236878323025,1.0535020763391962e-08,7.97736460410736,2.2796620546643777e-08,Not Significant
ZNF48,-0.2241718060912549,1.0563452456052578e-08,7.976194118017724,2.285573315335725e-08,Not Significant
MYL7,-1.4873124633901837,1.0591958717456143e-08,7.975023720579596,2.2914994618806952e-08,Upregulated in BRCA_LumA
ASAP2,0.4300001166631675,1.0606239870663162e-08,7.97443855510475,2.294347176238975e-08,Not Significant
ELK4,0.4579525736806206,1.0677926812291139e-08,7.9715130601710324,2.3096110303034956e-08,Not Significant
MOBKL2A,-0.18015877119015208,1.0764572878834642e-08,7.9680031976143235,2.3278615759688997e-08,Not Significant
S100A5,0.7385901969589337,1.0764572878834642e-08,7.9680031976143235,2.3278615759688997e-08,Not Significant
ZNF397,-0.31518656009733814,1.079360645594532e-08,7.966833420727645,2.3338941644334078e-08,Not Significant
C17orf89,0.4925042740699487,1.0822716131573313e-08,7.965663732489867,2.3399419345376316e-08,Not Significant
RPS6KB1,-0.4068670771905653,1.0851902099059777e-08,7.964494132900665,2.346004923280039e-08,Not Significant
SCGB3A2,5.109211871305398,1.0866523752798918e-08,7.963909366349173,2.348918398229332e-08,Upregulated in BRCA_Basal
TRPT1,-0.36569394134519084,1.0895824521626613e-08,7.96273989973222,2.355003976980247e-08,Not Significant
COX6B1,0.4807841320840064,1.0939919693209583e-08,7.960985866021231,2.364285572627704e-08,Not Significant
PDLIM1,-0.6549711539575798,1.0969412771052844e-08,7.9598166210230605,2.370409807650998e-08,Not Significant
LHX3,4.795153838091823,1.0998983114603694e-08,7.958647464671825,2.3765494476141387e-08,Upregulated in BRCA_Basal
C6orf191,-1.5261723853557734,1.1013797322315088e-08,7.958062919738707,2.3794997731837527e-08,Upregulated in BRCA_LumA
MAMSTR,0.9011842705954519,1.10286309200682e-08,7.957478396967205,2.3824536662240402e-08,Not Significant
BMP8A,-0.25425133393507054,1.1058356384134125e-08,7.956309417908873,2.3886236055338875e-08,Not Significant
ZBTB49,-0.21878228629652377,1.1073248299739543e-08,7.955724961621959,2.3915885117269045e-08,Not Significant
ZRANB2,0.2694599170790085,1.108815970397188e-08,7.955140527496497,2.3943049969069147e-08,Not Significant
TUFT1,-0.34112763175922467,1.108815970397188e-08,7.955140527496497,2.3943049969069147e-08,Not Significant
C3orf54,-0.09374871536848649,1.111804107723542e-08,7.953971725729756,2.4005047545271634e-08,Not Significant
GNL1,0.3547551766454339,1.117803877708206e-08,7.951634388131856,2.4132049624176104e-08,Not Significant
LOC389705,1.0173595513420177,1.1253478492083491e-08,7.948713214760334,2.4292358937461237e-08,Upregulated in BRCA_Basal
HCK,0.814473294137001,1.1268625696839923e-08,7.948129046569064,2.4322497585499846e-08,Not Significant
TRO,0.26420888667818926,1.129897956862804e-08,7.946960776669239,2.4385448910183036e-08,Not Significant
KBTBD7,-0.34666026734284994,1.1344659409240344e-08,7.945208538025662,2.4481460008287063e-08,Not Significant
EIF4E1B,-4.406356590698982,1.1375212285731686e-08,7.944040489733569,2.4544810777015746e-08,Upregulated in BRCA_LumA
MAP3K6,0.4399894655611005,1.145194472597698e-08,7.941120756813652,2.4707781481345496e-08,Not Significant
FRG1B,-0.3815636199183809,1.1482778335018413e-08,7.939953018768947,2.4769096496836396e-08,Not Significant
ANK2,-0.6065069918349424,1.1482778335018413e-08,7.939953018768947,2.4769096496836396e-08,Not Significant
MANBAL,-0.2862710096728219,1.151369261153257e-08,7.938785369365618,2.4833169873165696e-08,Not Significant
ZC3H11A,-0.24207645784126378,1.1575763985671248e-08,7.936450336481757,2.4964423529325487e-08,Not Significant
COX5B,0.46492740696153023,1.1638160490794752e-08,7.9341156581594525,2.5096350704164655e-08,Not Significant
RICTOR,-0.34002118872825166,1.1669481182928322e-08,7.932948451958062,2.516124578723448e-08,Not Significant
NKX2-1,0.1608017191313976,1.1700883777361581e-08,7.93178133439607,2.5226303808332976e-08,Not Significant
LHX8,2.8092814900681966,1.1779749949449788e-08,7.928863928286331,2.5393665629629204e-08,Upregulated in BRCA_Basal
DMRT3,1.7989154329535235,1.1795585052724603e-08,7.928280513543236,2.5425130172476458e-08,Upregulated in BRCA_Basal
ZFAND3,-0.1419826588290672,1.192301270305364e-08,7.923613993337829,2.5691700760476222e-08,Not Significant
FOXD4L1,-0.6689781314630643,1.192301270305364e-08,7.923613993337829,2.5691700760476222e-08,Not Significant
RAE1,0.14783750406558954,1.192301270305364e-08,7.923613993337829,2.5691700760476222e-08,Not Significant
VNN3,2.2089638592726315,1.1955078031334917e-08,7.922447584879233,2.5758089997577427e-08,Upregulated in BRCA_Basal
PGM5P2,-0.03403084090676412,1.1987227148466052e-08,7.9212812650570825,2.5819223874892552e-08,Not Significant
ZNF654,-0.24249543967365272,1.1987227148466052e-08,7.9212812650570825,2.5819223874892552e-08,Not Significant
PTHLH,-0.9471839314455245,1.1987227148466052e-08,7.9212812650570825,2.5819223874892552e-08,Not Significant
ZNF594,-0.32013153211105577,1.2003333194139555e-08,7.920698138384569,2.585120084783829e-08,Not Significant
PCDHGA10,-0.6842628122000884,1.205177759855827e-08,7.918948891320794,2.5950086343500744e-08,Not Significant
LOC728875,0.5705652241801065,1.205177759855827e-08,7.918948891320794,2.5950086343500744e-08,Not Significant
ZCCHC7,0.33743601863714356,1.2084179357458646e-08,7.917782837405998,2.601712403529239e-08,Not Significant
TBC1D26,1.0699156632739746,1.210041196380293e-08,7.917199843686796,2.604933927954134e-08,Upregulated in BRCA_Basal
RPSAP58,0.40085082023049623,1.2149237011726044e-08,7.9154509954814625,2.6151704260028848e-08,Not Significant
OXA1L,-0.1396242442539783,1.2165554526775029e-08,7.914868090396976,2.6184081378408688e-08,Not Significant
TRIB2,0.6966046580159662,1.2198253466830106e-08,7.913702346703683,2.6251705961025815e-08,Not Significant
MKL1,0.2959895318066567,1.2247462056276825e-08,7.911953897352352,2.6354842839086302e-08,Not Significant
SLC22A25,-2.854197707217463,1.2280374884176321e-08,7.910788375243381,2.6422895540428875e-08,Upregulated in BRCA_LumA
NES,1.6603058653978295,1.2313373646338103e-08,7.909622941767562,2.649111885032664e-08,Upregulated in BRCA_Basal
THOC3,0.4424677857292087,1.2346458560199577e-08,7.908457596924561,2.6559513182865898e-08,Not Significant
MYO1D,-0.2647135891505363,1.2513183052581056e-08,7.902632202190331,2.691252514390546e-08,Not Significant
KCNQ5,0.46464475219341217,1.2513183052581056e-08,7.902632202190331,2.691252514390546e-08,Not Significant
EWSR1,0.210369431674661,1.2631189646201379e-08,7.898555744262586,2.7163478583037408e-08,Not Significant
SORBS3,-0.2926362459195248,1.2648135752676678e-08,7.897973481760067,2.719707077902118e-08,Not Significant
LMAN2,-0.262316159055819,1.2887713316712057e-08,7.889824133230892,2.77093263996959e-08,Not Significant
RSC1A1,-0.3866622964227529,1.292229659728756e-08,7.888660295095334,2.777786082589274e-08,Not Significant
COBLL1,-0.501337562850402,1.292229659728756e-08,7.888660295095334,2.777786082589274e-08,Not Significant
FLJ37543,-2.2308455474242055,1.2939622032484649e-08,7.888078409262654,2.781218990807878e-08,Upregulated in BRCA_LumA
NUFIP1,0.34141682774707455,1.297434063495616e-08,7.8869147040672845,2.7883892442445846e-08,Not Significant
SNX20,0.845330613924584,1.302658829667443e-08,7.885169312448584,2.798738624828963e-08,Not Significant
CSF2RA,0.7412470476064337,1.302658829667443e-08,7.885169312448584,2.798738624828963e-08,Not Significant
ZNF460,0.49656132340398706,1.302658829667443e-08,7.885169312448584,2.798738624828963e-08,Not Significant
PABPN1,0.30875589139769966,1.3131697582891204e-08,7.88167912743477,2.820730433477405e-08,Not Significant
C15orf53,1.2574591187292847,1.3131697582891204e-08,7.88167912743477,2.820730433477405e-08,Upregulated in BRCA_Basal
ATF1,-0.17886187049102764,1.3273125838762841e-08,7.87702678816323,2.850811221184298e-08,Not Significant
GFI1B,1.920703029713749,1.3542302983689114e-08,7.868307473903511,2.908320835454608e-08,Upregulated in BRCA_Basal
SASH1,-0.45363534887366114,1.3578591548179579e-08,7.867145275311498,2.915808910366809e-08,Not Significant
ZRSR2,-0.2402844282958006,1.3633201586048929e-08,7.865402143587266,2.92722928152524e-08,Not Significant
CLIP3,-0.2614163814168566,1.3706346978983827e-08,7.863078278125613,2.942626632989329e-08,Not Significant
FAS,0.7608548409743174,1.3743062503579235e-08,7.86191647832432,2.950200423189357e-08,Not Significant
GET4,0.40892599795104717,1.3779873567112556e-08,7.8607547671422715,2.9577931357884235e-08,Not Significant
CCDC109B,0.4530272218244479,1.3816780410454268e-08,7.859593144579138,2.965094660199777e-08,Not Significant
RSRC1,0.31262026536865745,1.3816780410454268e-08,7.859593144579138,2.965094660199777e-08,Not Significant
PHLDA1,0.800212837609625,1.383526982498572e-08,7.859012366529558,2.968441558810593e-08,Not Significant
C2orf82,4.678074297798675,1.383526982498572e-08,7.859012366529558,2.968441558810593e-08,Upregulated in BRCA_Basal
FIS1,-0.3049384201410362,1.3890882402979216e-08,7.857270165308279,2.98006195257557e-08,Not Significant
MANCR,2.430648938293264,1.3965370419873766e-08,7.85494754050908,2.9957289103499205e-08,Upregulated in BRCA_Basal
RNF144A,0.4900525439427573,1.4040246409308175e-08,7.85262527017888,3.0111610308998135e-08,Not Significant
SLC16A8,1.8132966953149727,1.4040246409308175e-08,7.85262527017888,3.0111610308998135e-08,Upregulated in BRCA_Basal
CCDC64B,-0.5449152547083237,1.4096659185662953e-08,7.850883800049908,3.022943699534202e-08,Not Significant
CDHR1,1.8124656638227838,1.422914663342004e-08,7.846821145137774,3.050717143411833e-08,Upregulated in BRCA_Basal
WDR72,-0.7179822712014857,1.422914663342004e-08,7.846821145137774,3.050717143411833e-08,Not Significant
CCR8,0.7629748060795395,1.430539600606911e-08,7.844500115428089,3.066744491197639e-08,Not Significant
NECAP2,0.26982150405069316,1.4343669389105793e-08,7.843339733494795,3.074628170974432e-08,Not Significant
FAM160B1,-0.21666448615539793,1.4420514797676142e-08,7.841019235469619,3.090777422111345e-08,Not Significant
EBLN2,-0.5058289895892135,1.465345827061585e-08,7.8340598681014395,3.14004863495035e-08,Not Significant
PIGM,-0.256560094616998,1.465345827061585e-08,7.8340598681014395,3.14004863495035e-08,Not Significant
WBSCR26,-0.045734321325444666,1.4673034381989328e-08,7.833480064815032,3.143915198931256e-08,Not Significant
F3,-0.4627162792613639,1.4731915262007811e-08,7.83174078787226,3.156201705605892e-08,Not Significant
LILRA1,-0.4233813473710324,1.477129662344608e-08,7.830581380673707,3.1643084581318296e-08,Not Significant
TXLNA,0.24659181098086724,1.49298471681814e-08,7.825944637978605,3.1976054717823165e-08,Not Significant
STON1,0.71364818861519,1.49298471681814e-08,7.825944637978605,3.1976054717823165e-08,Not Significant
LMAN1L,3.065137697060439,1.500974111604668e-08,7.823626798285842,3.214381256852581e-08,Upregulated in BRCA_Basal
NODAL,0.9434074576360725,1.5029779399743834e-08,7.823047393742902,3.2183366074300144e-08,Not Significant
SPRED3,-0.6591278014451928,1.5069933951285743e-08,7.821888651113039,3.226261527676136e-08,Not Significant
ZP4,5.856211626454254,1.5069933951285743e-08,7.821888651113039,3.226261527676136e-08,Upregulated in BRCA_Basal
HTN1,9.406679258559565,1.5191023834227954e-08,7.818412954868531,3.251845874081264e-08,Upregulated in BRCA_Basal
KIF19,2.100295849482153,1.5353948030832204e-08,7.813779933701881,3.286379153939236e-08,Upregulated in BRCA_Basal
TBX21,0.9575430769101333,1.541548112186489e-08,7.812042916262784,3.299205608203023e-08,Not Significant
NCRNA00107,-0.5785801281353617,1.5580742696078434e-08,7.8074118444092235,3.3342269361507857e-08,Not Significant
SPP1,0.8055629184683966,1.5601520996074018e-08,7.806833060106961,3.338325245567282e-08,Not Significant
RPAP2,0.30175200286350323,1.5747724551028507e-08,7.802782190212426,3.369257688613169e-08,Not Significant
CLTC,-0.4508603362881377,1.587410030206999e-08,7.799310879889152,3.395941924698906e-08,Not Significant
PARN,-0.21962760581005988,1.5895258470394133e-08,7.798732405694899,3.400113774974425e-08,Not Significant
PRR24,-0.3404967666385007,1.5980165381128362e-08,7.796418730420037,3.4175634072336015e-08,Not Significant
C3orf65,3.4943256279014143,1.5980165381128362e-08,7.796418730420037,3.4175634072336015e-08,Upregulated in BRCA_Basal
POLR2I,0.4088167419140891,1.6001460840204485e-08,7.795840366976653,3.4217610580439356e-08,Not Significant
B4GALT7,-0.17335198867251822,1.604413447745812e-08,7.794683706539977,3.430171420323911e-08,Not Significant
WWP2,0.8666002283299655,1.604413447745812e-08,7.794683706539977,3.430171420323911e-08,Not Significant
NCRNA00032,2.280720655338063,1.6065512724782594e-08,7.794105409546606,3.434384143437063e-08,Upregulated in BRCA_Basal
SERPINA12,-0.10785032146008033,1.608691863740662e-08,7.793527134703156,3.4386019023055427e-08,Not Significant
P2RX6,-0.00931364253946361,1.6108352250008558e-08,7.792948882009584,3.4428247027674543e-08,Not Significant
CTSB,0.3848780582160623,1.6259166059399774e-08,7.788901733347661,3.474696065063687e-08,Not Significant
GLE1,-0.1663748645248444,1.6345960147254246e-08,7.786589564260279,3.4928807571481214e-08,Not Significant
WIZ,0.350541858932374,1.6389525767016277e-08,7.785433612613005,3.501825363820056e-08,Not Significant
GXYLT2,-0.7178613948296382,1.665329735587348e-08,7.778499763257907,3.557812944063016e-08,Not Significant
NME2,0.3558978564142084,1.6786724594241372e-08,7.775034034619265,3.585571676292364e-08,Not Significant
POLR3GL,-0.2586777861817378,1.6786724594241372e-08,7.775034034619265,3.585571676292364e-08,Not Significant
SFRS13A,0.19500544222503857,1.6809063169676282e-08,7.774456490699599,3.589969377697699e-08,Not Significant
CREG1,0.44466360904347063,1.6876252249756624e-08,7.772723991831361,3.6039440430943626e-08,Not Significant
SLC22A24,-7.227497162657336,1.7011413762726886e-08,7.769259592099543,3.6324298843129387e-08,Upregulated in BRCA_LumA
PICALM,0.3115423909719246,1.7056700771563432e-08,7.76810496937426,3.641720982632034e-08,Not Significant
IL15,0.982932308825368,1.746958742791686e-08,7.757717351450662,3.729486992466945e-08,Not Significant
CHCHD10,0.7264892096230656,1.751605843518179e-08,7.7565636146311645,3.7390187991371196e-08,Not Significant
RAP1GAP,-0.4581354007474379,1.7562649477909327e-08,7.755409966400387,3.7485742430848185e-08,Not Significant
TAS2R3,-1.1617675438927093,1.7656192871532423e-08,7.753102935703632,3.7681481728531545e-08,Upregulated in BRCA_LumA
UBE2L3,0.2763341961965436,1.770314582513233e-08,7.751949553236974,3.777382966306834e-08,Not Significant
DVL2,0.30196089118704755,1.770314582513233e-08,7.751949553236974,3.777382966306834e-08,Not Significant
SAP130,0.30096410109552396,1.775022001960658e-08,7.750796259357685,3.7870335277351335e-08,Not Significant
HAO2,-5.216700368637353,1.7821059301350996e-08,7.749066484639309,3.801751868840921e-08,Upregulated in BRCA_LumA
LDB1,-0.1810182108259292,1.7915938855835105e-08,7.746760428400755,3.821595108057227e-08,Not Significant
ACTN1,0.5459325683780323,1.7987420241831578e-08,7.745031118759813,3.836044990353397e-08,Not Significant
RAD18,0.4120726988137763,1.7987420241831578e-08,7.745031118759813,3.836044990353397e-08,Not Significant
POMT1,-0.22230841672344834,1.813121478185683e-08,7.741573097427757,3.8663091342147e-08,Not Significant
SLC6A19,1.0870239033225235,1.8227697274289364e-08,7.739268192795174,3.886075360285424e-08,Upregulated in BRCA_Basal
HOXB13,0.5567821962659409,1.8227697274289364e-08,7.739268192795174,3.886075360285424e-08,Not Significant
HCN2,-1.2801984266618975,1.8422160150746165e-08,7.7346594465308875,3.927126046472829e-08,Upregulated in BRCA_LumA
LAGE3,0.35486497201054434,1.8717636778506803e-08,7.727748984595879,3.98969947456267e-08,Not Significant
SOX5,-0.6657178681768089,1.8767328203973545e-08,7.726597550972849,3.999460324980569e-08,Not Significant
BOLA1,0.47032588340778947,1.8767328203973545e-08,7.726597550972849,3.999460324980569e-08,Not Significant
TRIM38,0.4412592966260619,1.886709562172723e-08,7.724294949466125,4.020303956450299e-08,Not Significant
NPW,0.14768286682713946,1.9017712972033675e-08,7.720841711549287,4.0515567932736675e-08,Not Significant
TAF1,-0.27474258450423383,1.9017712972033675e-08,7.720841711549287,4.0515567932736675e-08,Not Significant
OR6B2,-0.7025906347530564,1.9322458031579367e-08,7.713937627317583,4.11562539076036e-08,Not Significant
YWHAE,0.2678539687924501,1.9322458031579367e-08,7.713937627317583,4.11562539076036e-08,Not Significant
VAMP3,-0.16378245913287598,1.9348066397225352e-08,7.713362430902194,4.1206521313916315e-08,Not Significant
CORO1A,0.5569783685435137,1.937370771421672e-08,7.712787256630802,4.1256848456699394e-08,Not Significant
POLH,0.5523309859544129,1.9580029435522878e-08,7.708186659638318,4.168756293017105e-08,Not Significant
FBXO48,0.3547881202156701,1.9580029435522878e-08,7.708186659638318,4.168756293017105e-08,Not Significant
FA2H,0.2846177608493774,1.9683988716475778e-08,7.705886892590086,4.1900205465779646e-08,Not Significant
PDE1B,-0.44416339185423287,1.9683988716475778e-08,7.705886892590086,4.1900205465779646e-08,Not Significant
RAPSN,3.809612763963033,1.9710062154955538e-08,7.705312006186734,4.195135428375288e-08,Upregulated in BRCA_Basal
TMBIM1,0.4536436852438528,1.973616912405865e-08,7.704737141926776,4.200256385099423e-08,Not Significant
CLDN14,1.0003653210453782,1.9919860278638192e-08,7.700713712118608,4.238909906628276e-08,Upregulated in BRCA_Basal
RXRB,0.29558444210512136,1.9946236999982634e-08,7.700139025004287,4.244082658567289e-08,Not Significant
MFF,0.28233730105949423,2.0211876144532368e-08,7.694393371719724,4.3001583858722015e-08,Not Significant
ACPP,-0.10255649646362888,2.0265414601969857e-08,7.693244506775197,4.3111018849478226e-08,Not Significant
C14orf142,-0.17662987639382016,2.0698707350307427e-08,7.6840567757101255,4.40282062423396e-08,Not Significant
TTC38,-0.20999934276615678,2.0808427965138295e-08,7.681760728623281,4.425241759833204e-08,Not Significant
MMP21,-0.6444396608409932,2.0808427965138295e-08,7.681760728623281,4.425241759833204e-08,Not Significant
TP53TG3B,0.0613190957631975,2.097406829277858e-08,7.678317322241441,4.46000552628491e-08,Not Significant
FAM32A,0.24465847791543202,2.102956565019757e-08,7.677169697245703,4.471343295448225e-08,Not Significant
HOOK2,-0.33358911892962134,2.125298408905935e-08,7.672580082911307,4.51837869173474e-08,Not Significant
SLC39A1,0.2730105281344881,2.1309197729662804e-08,7.671432900738131,4.529860329643819e-08,Not Significant
CYP2U1,-0.3005504778845299,2.1365555697046684e-08,7.670285807128437,4.541370266155639e-08,Not Significant
ZNF804B,-3.4765738952486043,2.1422058349923376e-08,7.66913880208188,4.552908568714811e-08,Upregulated in BRCA_LumA
FTHL17,8.87534481540845,2.182165842683546e-08,7.661112246494993,4.636876425039457e-08,Upregulated in BRCA_Basal
PMCH,0.4136902789073045,2.182165842683546e-08,7.661112246494993,4.636876425039457e-08,Not Significant
ART1,-1.4637255650379752,2.1879331580938966e-08,7.659965949941165,4.648649946957707e-08,Upregulated in BRCA_LumA
ARHGEF10L,0.47304621647041356,2.1966118838469084e-08,7.658246671160404,4.6666061951512594e-08,Not Significant
LINC01098,2.5430801318670473,2.2082355162257674e-08,7.65595460941086,4.690814403346133e-08,Upregulated in BRCA_Basal
RPS15AP10,-0.5259269084028293,2.2228490405417798e-08,7.653090030367069,4.7208794756066906e-08,Not Significant
EMILIN1,-0.11938919580019648,2.2228490405417798e-08,7.653090030367069,4.7208794756066906e-08,Not Significant
PRB1,3.796466762545241,2.2287206975838418e-08,7.651944353726314,4.7328597881417165e-08,Upregulated in BRCA_Basal
NFYC-AS1,0.35620355648262475,2.2346074089492728e-08,7.650798765643191,4.744869586755788e-08,Not Significant
