Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of interferon-alpha production (GO:0032727)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	RIPK2
GO_Biological_Process_2021	positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	PVR
GO_Biological_Process_2021	positive regulation of protein processing (GO:0010954)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	ENO1
GO_Biological_Process_2021	mesoderm formation (GO:0001707)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	TBX19
GO_Biological_Process_2021	microtubule nucleation (GO:0007020)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	TPX2
GO_Biological_Process_2021	miRNA metabolic process (GO:0010586)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	XPO5
GO_Biological_Process_2021	xenobiotic transport (GO:0042908)	1/20	1.821712e-01	3.746717e-01	0	0	5.231685e+00	8.908557e+00	SLC7A5
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	6/381	1.833085e-01	3.760602e-01	0	0	1.602062e+00	2.718033e+00	STIL;RIPK2;PLK1;KIF14;BIRC5;POU4F1
GO_Biological_Process_2021	negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/78	1.834746e-01	3.760602e-01	0	0	2.621478e+00	4.445185e+00	STK38;PLK1
GO_Biological_Process_2021	positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	2/79	1.870767e-01	3.816719e-01	0	0	2.587302e+00	4.336929e+00	CDC20;PLK1
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	3/150	1.900320e-01	3.816719e-01	0	0	2.035947e+00	3.380819e+00	BLM;RAD51;POU4F1
GO_Biological_Process_2021	aerobic respiration (GO:0009060)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	UQCRHL
GO_Biological_Process_2021	negative regulation of microtubule depolymerization (GO:0007026)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	TPX2
GO_Biological_Process_2021	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	NCK2
GO_Biological_Process_2021	cellular response to estradiol stimulus (GO:0071392)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	POU4F1
GO_Biological_Process_2021	cellular response to inorganic substance (GO:0071241)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	BLM
GO_Biological_Process_2021	nuclear envelope organization (GO:0006998)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	NUP93
GO_Biological_Process_2021	poly(A)+ mRNA export from nucleus (GO:0016973)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	NUP93
GO_Biological_Process_2021	error-prone translesion synthesis (GO:0042276)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	RFC4
GO_Biological_Process_2021	histone ubiquitination (GO:0016574)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	RNF8
GO_Biological_Process_2021	rRNA modification (GO:0000154)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	DKC1
GO_Biological_Process_2021	protein localization to chromatin (GO:0071168)	1/21	1.903576e-01	3.816719e-01	0	0	4.969849e+00	8.244237e+00	PLK1
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	3/153	1.976463e-01	3.862759e-01	0	0	1.994924e+00	3.234323e+00	DEPDC1B;FZD9;ATP6V1C2
GO_Biological_Process_2021	regulation of gene expression, epigenetic (GO:0040029)	2/82	1.979403e-01	3.862759e-01	0	0	2.489899e+00	4.033113e+00	DEK;EZH2
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	2/82	1.979403e-01	3.862759e-01	0	0	2.489899e+00	4.033113e+00	GPSM2;NCK2
GO_Biological_Process_2021	positive regulation of protein ubiquitination (GO:0031398)	2/82	1.979403e-01	3.862759e-01	0	0	2.489899e+00	4.033113e+00	RIPK2;PLK1
GO_Biological_Process_2021	amino acid import (GO:0043090)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	SLC7A5
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	PLK1
GO_Biological_Process_2021	regulation of adenylate cyclase activity (GO:0045761)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	GABBR2
GO_Biological_Process_2021	regulation of centrosome cycle (GO:0046605)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	AURKA
GO_Biological_Process_2021	chaperone-mediated protein complex assembly (GO:0051131)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	PSMG1
GO_Biological_Process_2021	error-free translesion synthesis (GO:0070987)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	RFC4
GO_Biological_Process_2021	female gonad development (GO:0008585)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	CEBPB
GO_Biological_Process_2021	positive regulation of dendritic spine development (GO:0060999)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	LRP8
GO_Biological_Process_2021	positive regulation of DNA-templated transcription, initiation (GO:2000144)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	MED30
GO_Biological_Process_2021	regulation of vacuole organization (GO:0044088)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	ENO1
GO_Biological_Process_2021	homologous chromosome segregation (GO:0045143)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	PTTG1
GO_Biological_Process_2021	positive regulation of neural precursor cell proliferation (GO:2000179)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	FZD9
GO_Biological_Process_2021	positive regulation of translational initiation (GO:0045948)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	CDC123
GO_Biological_Process_2021	mRNA modification (GO:0016556)	1/22	1.984626e-01	3.862759e-01	0	0	4.732950e+00	7.653913e+00	DKC1
GO_Biological_Process_2021	negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	STMN1
GO_Biological_Process_2021	regulation of necroptotic process (GO:0060544)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	FZD9
GO_Biological_Process_2021	regulation of neural precursor cell proliferation (GO:2000177)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	FZD9
GO_Biological_Process_2021	regulation of peptidase activity (GO:0052547)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	A2ML1
GO_Biological_Process_2021	regulation of protein export from nucleus (GO:0046825)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	GTSE1
GO_Biological_Process_2021	regulation of SMAD protein signal transduction (GO:0060390)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	NUP93
GO_Biological_Process_2021	positive regulation of cell cycle G2/M phase transition (GO:1902751)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	CDC25A
GO_Biological_Process_2021	regulation of telomere capping (GO:1904353)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	AURKB
GO_Biological_Process_2021	positive regulation of interleukin-17 production (GO:0032740)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	SLC7A5
GO_Biological_Process_2021	positive regulation of natural killer cell mediated immunity (GO:0002717)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	PVR
GO_Biological_Process_2021	positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	1/23	2.064868e-01	3.948317e-01	0	0	4.517588e+00	7.126581e+00	MED30
GO_Biological_Process_2021	negative regulation of cellular amide metabolic process (GO:0034249)	2/86	2.125388e-01	4.004273e-01	0	0	2.370851e+00	3.671573e+00	IGF2BP3;YBX1
GO_Biological_Process_2021	regulation of interferon-gamma production (GO:0032649)	2/86	2.125388e-01	4.004273e-01	0	0	2.370851e+00	3.671573e+00	SLC7A5;IL12RB2
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	2/86	2.125388e-01	4.004273e-01	0	0	2.370851e+00	3.671573e+00	KIF14;FOXM1
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	7/485	2.133683e-01	4.004273e-01	0	0	1.466104e+00	2.264744e+00	STIL;RIPK2;PLK1;FZD9;KIF14;BIRC5;POU4F1
GO_Biological_Process_2021	amino acid import across plasma membrane (GO:0089718)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	SLC7A5
GO_Biological_Process_2021	canonical glycolysis (GO:0061621)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	ENO1
GO_Biological_Process_2021	regulation of cytokine production involved in immune response (GO:0002718)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	SLC7A5
GO_Biological_Process_2021	negative regulation of protein depolymerization (GO:1901880)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	TPX2
GO_Biological_Process_2021	negative regulation of stress fiber assembly (GO:0051497)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	STMN1
GO_Biological_Process_2021	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	RIPK2
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	RFC4
GO_Biological_Process_2021	peptidyl-glutamic acid modification (GO:0018200)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	TTLL4
GO_Biological_Process_2021	glucose catabolic process to pyruvate (GO:0061718)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	ENO1
GO_Biological_Process_2021	heterochromatin assembly (GO:0031507)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	HMGA1
GO_Biological_Process_2021	positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	1/24	2.144310e-01	4.004273e-01	0	0	4.320953e+00	6.653261e+00	CEBPB
GO_Biological_Process_2021	negative regulation of angiogenesis (GO:0016525)	2/87	2.162053e-01	4.031117e-01	0	0	2.342840e+00	3.588123e+00	FOXC1;E2F2
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	3/162	2.209064e-01	4.093669e-01	0	0	1.881142e+00	2.840554e+00	DKC1;TEX10;BYSL
GO_Biological_Process_2021	regulation of cardiac muscle cell action potential (GO:0098901)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	DSC2
GO_Biological_Process_2021	cAMP-mediated signaling (GO:0019933)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	PDE7A
GO_Biological_Process_2021	regulation of interferon-alpha production (GO:0032647)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	RIPK2
GO_Biological_Process_2021	regulation of microtubule depolymerization (GO:0031114)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	TPX2
GO_Biological_Process_2021	regulation of mitochondrial fission (GO:0090140)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	AURKA
GO_Biological_Process_2021	glycolytic process through glucose-6-phosphate (GO:0061620)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	ENO1
GO_Biological_Process_2021	in utero embryonic development (GO:0001701)	1/25	2.222961e-01	4.093669e-01	0	0	4.140704e+00	6.226562e+00	STIL
GO_Biological_Process_2021	protein import (GO:0017038)	2/89	2.235550e-01	4.110527e-01	0	0	2.288750e+00	3.428771e+00	NUP93;E2F3
GO_Biological_Process_2021	membrane organization (GO:0061024)	4/242	2.240891e-01	4.114029e-01	0	0	1.677414e+00	2.508927e+00	NUP93;UBXN2A;KIF20A;CEP55
GO_Biological_Process_2021	heart development (GO:0007507)	3/164	2.261505e-01	4.145515e-01	0	0	1.857584e+00	2.761400e+00	FOXC1;POU4F1;TBX19
GO_Biological_Process_2021	protein modification by small protein conjugation (GO:0032446)	6/409	2.268199e-01	4.146388e-01	0	0	1.488604e+00	2.208491e+00	NUP93;BCL11A;UBE2C;UBE2E3;PLK1;RNF8
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	13/1025	2.271539e-01	4.146388e-01	0	0	1.290630e+00	1.912879e+00	PLK1;PDIA6;ART3;AURKB;SRPK1;AURKA;MELK;CCNE1;CHEK2;B3GNT5;CHEK1;STK38;BIRC5
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	2/90	2.272373e-01	4.146388e-01	0	0	2.262626e+00	3.352670e+00	IGF2BP3;YBX1
GO_Biological_Process_2021	purine-containing compound biosynthetic process (GO:0072522)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	GMPS
GO_Biological_Process_2021	regulation of biomineral tissue development (GO:0070167)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	CEBPB
GO_Biological_Process_2021	negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	PIF1
GO_Biological_Process_2021	regulation of myelination (GO:0031641)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	KIF14
GO_Biological_Process_2021	regulation of regulatory T cell differentiation (GO:0045589)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	FANCA
GO_Biological_Process_2021	regulation of telomere maintenance (GO:0032204)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	PIF1
GO_Biological_Process_2021	meiosis I (GO:0007127)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	PTTG1
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	1/26	2.300829e-01	4.147729e-01	0	0	3.974874e+00	5.840345e+00	PVR
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	2/92	2.346145e-01	4.192005e-01	0	0	2.212121e+00	3.207159e+00	RIPK2;LRP8
GO_Biological_Process_2021	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)	2/92	2.346145e-01	4.192005e-01	0	0	2.212121e+00	3.207159e+00	NUP93;TTK
GO_Biological_Process_2021	acute inflammatory response (GO:0002526)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	CEBPB
GO_Biological_Process_2021	regulation of cardiac muscle cell contraction (GO:0086004)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	DSC2
GO_Biological_Process_2021	negative regulation of protein polymerization (GO:0032272)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	STMN1
GO_Biological_Process_2021	regulation of epidermal growth factor-activated receptor activity (GO:0007176)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	NCK2
GO_Biological_Process_2021	cellular senescence (GO:0090398)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	HMGA1
GO_Biological_Process_2021	cytoplasmic pattern recognition receptor signaling pathway (GO:0002753)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	RIPK2
GO_Biological_Process_2021	peptidyl-lysine methylation (GO:0018022)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	SUV39H2
GO_Biological_Process_2021	regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	RNF8
GO_Biological_Process_2021	regulation of transcription regulatory region DNA binding (GO:2000677)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	POU4F1
GO_Biological_Process_2021	L-alpha-amino acid transmembrane transport (GO:1902475)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	SLC7A5
GO_Biological_Process_2021	positive regulation of nuclear division (GO:0051785)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	AURKA
GO_Biological_Process_2021	protein export from nucleus (GO:0006611)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	XPO5
GO_Biological_Process_2021	negative regulation of actin filament bundle assembly (GO:0032232)	1/27	2.377921e-01	4.192005e-01	0	0	3.821801e+00	5.489477e+00	STMN1
GO_Biological_Process_2021	negative regulation of cellular protein metabolic process (GO:0032269)	2/94	2.420055e-01	4.247515e-01	0	0	2.163812e+00	3.070006e+00	IGF2BP3;YBX1
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	2/94	2.420055e-01	4.247515e-01	0	0	2.163812e+00	3.070006e+00	STK38;FOXM1
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	2/94	2.420055e-01	4.247515e-01	0	0	2.163812e+00	3.070006e+00	MELK;PRKX
GO_Biological_Process_2021	neuron projection development (GO:0031175)	3/171	2.446846e-01	4.250129e-01	0	0	1.779550e+00	2.505224e+00	STMN1;MICALL1;POU4F1
GO_Biological_Process_2021	organelle organization (GO:0006996)	6/420	2.447741e-01	4.250129e-01	0	0	1.448229e+00	2.038266e+00	CENPW;UBXN2A;KIF4A;CDCA8;ROPN1;CEP55
GO_Biological_Process_2021	carbohydrate derivative biosynthetic process (GO:1901137)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	B3GNT5
GO_Biological_Process_2021	cellular response to epidermal growth factor stimulus (GO:0071364)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	FOXC1
GO_Biological_Process_2021	neutral amino acid transport (GO:0015804)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	SLC7A5
GO_Biological_Process_2021	nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	RIPK2
GO_Biological_Process_2021	regulation of muscle contraction (GO:0006937)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	ENO1
GO_Biological_Process_2021	phagosome acidification (GO:0090383)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	ATP6V1C2
GO_Biological_Process_2021	L-amino acid transport (GO:0015807)	1/28	2.454244e-01	4.250129e-01	0	0	3.680067e+00	5.169633e+00	SLC7A5
GO_Biological_Process_2021	ciliary basal body-plasma membrane docking (GO:0097711)	2/95	2.457050e-01	4.250129e-01	0	0	2.140437e+00	3.004367e+00	TUBB;PLK1
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	7/511	2.516358e-01	4.291403e-01	0	0	1.388601e+00	1.915953e+00	FOXC1;BLM;CEBPB;MED30;CHEK2;HMGA1;FOXM1
GO_Biological_Process_2021	negative regulation of mRNA catabolic process (GO:1902373)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	YBX1
GO_Biological_Process_2021	negative regulation of transferase activity (GO:0051348)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	PIF1
GO_Biological_Process_2021	determination of bilateral symmetry (GO:0009855)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	STIL
GO_Biological_Process_2021	regulation of response to biotic stimulus (GO:0002831)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	LRP8
GO_Biological_Process_2021	positive regulation of dephosphorylation (GO:0035306)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	CDCA2
GO_Biological_Process_2021	regulation of ubiquitin-protein transferase activity (GO:0051438)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	PLK1
GO_Biological_Process_2021	glycolytic process (GO:0006096)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	ENO1
GO_Biological_Process_2021	homologous chromosome pairing at meiosis (GO:0007129)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	TRIP13
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	CEBPB
GO_Biological_Process_2021	mismatch repair (GO:0006298)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	EXO1
GO_Biological_Process_2021	positive regulation of viral genome replication (GO:0045070)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	SRPK1
GO_Biological_Process_2021	protein ADP-ribosylation (GO:0006471)	1/29	2.529808e-01	4.291403e-01	0	0	3.548457e+00	4.877147e+00	ART3
GO_Biological_Process_2021	regulation of MAP kinase activity (GO:0043405)	2/97	2.531103e-01	4.291403e-01	0	0	2.095162e+00	2.878606e+00	STK38;EZH2
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	2/98	2.568151e-01	4.348058e-01	0	0	2.073232e+00	2.818349e+00	RIPK2;NCK2
GO_Biological_Process_2021	negative regulation of gene expression, epigenetic (GO:0045814)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	EZH2
GO_Biological_Process_2021	regulation of natural killer cell mediated cytotoxicity (GO:0042269)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	PVR
GO_Biological_Process_2021	peptidyl-lysine trimethylation (GO:0018023)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	SUV39H2
GO_Biological_Process_2021	plasma membrane invagination (GO:0099024)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	AURKB
GO_Biological_Process_2021	heterotypic cell-cell adhesion (GO:0034113)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	DSC2
GO_Biological_Process_2021	microtubule polymerization (GO:0046785)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	TPX2
GO_Biological_Process_2021	morphogenesis of an epithelium (GO:0002009)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	PRKX
GO_Biological_Process_2021	ncRNA catabolic process (GO:0034661)	1/30	2.604618e-01	4.355357e-01	0	0	3.425923e+00	4.608891e+00	POP1
GO_Biological_Process_2021	response to UV (GO:0009411)	2/99	2.605209e-01	4.355357e-01	0	0	2.051755e+00	2.759758e+00	CDC25A;AURKB
GO_Biological_Process_2021	protein stabilization (GO:0050821)	3/179	2.661481e-01	4.437037e-01	0	0	1.697970e+00	2.247607e+00	CHEK2;GTSE1;GTPBP4
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	3/179	2.661481e-01	4.437037e-01	0	0	1.697970e+00	2.247607e+00	PVR;LRP8;ULBP3
GO_Biological_Process_2021	protein acetylation (GO:0006473)	1/31	2.678683e-01	4.459504e-01	0	0	3.311558e+00	4.362182e+00	DSCC1
GO_Biological_Process_2021	negative regulation of DNA biosynthetic process (GO:2000279)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	PIF1
GO_Biological_Process_2021	negative regulation of double-strand break repair (GO:2000780)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	FANCB
GO_Biological_Process_2021	regulation of centrosome duplication (GO:0010824)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	STIL
GO_Biological_Process_2021	regulation of dendritic spine morphogenesis (GO:0061001)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	LRP8
GO_Biological_Process_2021	gene silencing by miRNA (GO:0035195)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	XPO5
GO_Biological_Process_2021	RNA biosynthetic process (GO:0032774)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	PRIM2
GO_Biological_Process_2021	metal ion export (GO:0070839)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	KCNK5
GO_Biological_Process_2021	positive regulation of telomere maintenance (GO:0032206)	1/32	2.752010e-01	4.531163e-01	0	0	3.204571e+00	4.134710e+00	AURKB
GO_Biological_Process_2021	apoptotic mitochondrial changes (GO:0008637)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	FZD9
GO_Biological_Process_2021	regulation of histone acetylation (GO:0035065)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	CHEK1
GO_Biological_Process_2021	regulation of interleukin-17 production (GO:0032660)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	SLC7A5
GO_Biological_Process_2021	positive regulation of ATP metabolic process (GO:1903580)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	ENO1
GO_Biological_Process_2021	regulation of sprouting angiogenesis (GO:1903670)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	E2F2
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	SLC7A5
GO_Biological_Process_2021	signal transduction by p53 class mediator (GO:0072331)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	POU4F1
GO_Biological_Process_2021	positive regulation of telomere maintenance via telomerase (GO:0032212)	1/33	2.824605e-01	4.600072e-01	0	0	3.104271e+00	3.924471e+00	AURKB
GO_Biological_Process_2021	peptidyl-lysine modification (GO:0018205)	2/106	2.864567e-01	4.628951e-01	0	0	1.912976e+00	2.391541e+00	NUP93;BCL11A
GO_Biological_Process_2021	RNA export from nucleus (GO:0006405)	2/106	2.864567e-01	4.628951e-01	0	0	1.912976e+00	2.391541e+00	NUP93;XPO5
GO_Biological_Process_2021	negative regulation of mitochondrion organization (GO:0010823)	1/34	2.896478e-01	4.628951e-01	0	0	3.010050e+00	3.729722e+00	FZD9
GO_Biological_Process_2021	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	2.896478e-01	4.628951e-01	0	0	3.010050e+00	3.729722e+00	FOXC1
GO_Biological_Process_2021	regulation of keratinocyte differentiation (GO:0045616)	1/34	2.896478e-01	4.628951e-01	0	0	3.010050e+00	3.729722e+00	FOXC1
GO_Biological_Process_2021	phosphatidylserine metabolic process (GO:0006658)	1/34	2.896478e-01	4.628951e-01	0	0	3.010050e+00	3.729722e+00	PTDSS1
GO_Biological_Process_2021	epithelial tube morphogenesis (GO:0060562)	1/34	2.896478e-01	4.628951e-01	0	0	3.010050e+00	3.729722e+00	PRKX
